SK_ID_CURR,TARGET
100001,0.043083660304546356
100005,0.07759872823953629
100013,0.018471797928214073
100028,0.027993343770503998
100038,0.11272213608026505
100042,0.03393859416246414
100057,0.01073531899601221
100065,0.02784850262105465
100066,0.008111396804451942
100067,0.06588643044233322
100074,0.039321169257164
100090,0.026271700859069824
100091,0.16396081447601318
100092,0.047564148902893066
100106,0.039487745612859726
100107,0.17136047780513763
100109,0.04889785498380661
100117,0.015097268857061863
100128,0.08215398341417313
100141,0.022243283689022064
100150,0.015086927451193333
100168,0.007071719504892826
100169,0.0459706112742424
100170,0.10594499111175537
100171,0.04786573722958565
100172,0.09264892339706421
100184,0.07283201813697815
100187,0.0325155071914196
100212,0.030472980812191963
100222,0.045704737305641174
100223,0.015177704393863678
100232,0.010036706924438477
100241,0.15318654477596283
100245,0.019615383818745613
100253,0.019348280504345894
100256,0.04273880645632744
100271,0.00921030156314373
100278,0.20183883607387543
100280,0.006997172255069017
100306,0.13884790241718292
100311,0.0698457658290863
100312,0.015759941190481186
100330,0.10590284317731857
100331,0.02036157064139843
100352,0.06583726406097412
100358,0.11149400472640991
100367,0.02276493050158024
100382,0.10043832659721375
100384,0.10003180801868439
100385,0.07946885377168655
100386,0.013559739105403423
100399,0.022424735128879547
100404,0.01822921261191368
100416,0.012606808915734291
100422,0.01985042728483677
100426,0.027285302057862282
100438,0.03159688785672188
100444,0.11007341742515564
100445,0.10436028987169266
100446,0.06498944014310837
100447,0.019444866105914116
100450,0.08894917368888855
100466,0.017598552629351616
100483,0.0210215225815773
100484,0.022433757781982422
100494,0.06205010414123535
100510,0.16470299661159515
100512,0.014501814730465412
100517,0.042901184409856796
100548,0.015163827687501907
100551,0.0346648283302784
100552,0.06568892300128937
100553,0.01992770843207836
100561,0.11913630366325378
100568,0.4131649136543274
100569,0.008583569899201393
100591,0.06786441057920456
100592,0.03494333475828171
100602,0.04888465255498886
100607,0.05657251179218292
100613,0.04872977361083031
100617,0.0468665175139904
100618,0.11628789454698563
100622,0.02002902701497078
100625,0.11132370680570602
100677,0.10227619856595993
100699,0.041985008865594864
100702,0.29829397797584534
100711,0.029973194003105164
100729,0.0885571837425232
100740,0.17645728588104248
100744,0.1415402740240097
100745,0.030686382204294205
100747,0.04625023528933525
100751,0.4457056522369385
100752,0.04827098920941353
100753,0.1987227350473404
100754,0.26086413860321045
100760,0.016156980767846107
100762,0.10118204355239868
100763,0.03216889128088951
100765,0.015141695737838745
100770,0.07077924907207489
100772,0.011079534888267517
100777,0.02360471710562706
100791,0.013656462542712688
100792,0.006397750228643417
100797,0.01920836977660656
100823,0.018768977373838425
100826,0.03714374080300331
100830,0.03387872874736786
100836,0.24163900315761566
100872,0.051417525857686996
100910,0.029727447777986526
100913,0.09157710522413254
100918,0.01678672432899475
100931,0.011177551001310349
100952,0.020968444645404816
100953,0.01890055648982525
100965,0.12008488178253174
100970,0.023255491629242897
100982,0.19404159486293793
100983,0.4710204601287842
100984,0.04455367103219032
100987,0.05239033326506615
100997,0.03548375889658928
100998,0.22321508824825287
101002,0.037799566984176636
101005,0.1732439249753952
101008,0.30058586597442627
101020,0.040308523923158646
101021,0.04169463738799095
101024,0.03313466161489487
101025,0.14370670914649963
101026,0.028080344200134277
101031,0.01737416721880436
101041,0.010822593234479427
101051,0.006075192708522081
101055,0.09414156526327133
101056,0.15133200585842133
101057,0.02006891369819641
101064,0.013685955666005611
101079,0.06441202014684677
101087,0.010629815049469471
101090,0.016018643975257874
101092,0.07309789210557938
101097,0.14421483874320984
101099,0.015876898542046547
101107,0.09562515467405319
101118,0.04509666562080383
101125,0.07811347395181656
101126,0.008492399007081985
101128,0.008593427948653698
101136,0.022540466859936714
