SK_ID_CURR,TARGET
100001,0.10314372926950455
100005,0.17906765639781952
100013,0.036575574427843094
100028,0.04236171767115593
100038,0.11965098232030869
100042,0.05094299837946892
100057,0.028056912124156952
100065,0.058587446808815
100066,0.06503158807754517
100067,0.20582515001296997
100074,0.03329683095216751
100090,0.11296083778142929
100091,0.17121295630931854
100092,0.08331122249364853
100106,0.04646247997879982
100107,0.19808447360992432
100109,0.07546598464250565
100117,0.0296952947974205
100128,0.15705606341362
100141,0.0522674098610878
100150,0.0444490909576416
100168,0.033005163073539734
100169,0.11976110190153122
100170,0.15335869789123535
100171,0.057246461510658264
100172,0.08546724915504456
100184,0.11145517975091934
100187,0.08682166785001755
100212,0.053309570997953415
100222,0.052966006100177765
100223,0.06381287425756454
100232,0.0537426620721817
100241,0.14755947887897491
100245,0.026651324704289436
100253,0.03087359294295311
100256,0.11475715041160583
100271,0.03167466074228287
100278,0.14100123941898346
100280,0.035151515156030655
100306,0.057302266359329224
100311,0.12094701081514359
100312,0.03840183466672897
100330,0.07865103334188461
100331,0.039616066962480545
100352,0.08511758595705032
100358,0.08012864738702774
100367,0.027201730757951736
100382,0.12894365191459656
100384,0.13142786920070648
100385,0.08353116363286972
100386,0.08458397537469864
100399,0.04879561439156532
100404,0.05992691591382027
100416,0.03308383375406265
100422,0.03940943628549576
100426,0.053461767733097076
100438,0.03812869265675545
100444,0.0823444053530693
100445,0.15554118156433105
100446,0.12887540459632874
100447,0.03854146599769592
100450,0.11120880395174026
100466,0.033126022666692734
100483,0.05571740120649338
100484,0.03346601128578186
100494,0.036105502396821976
100510,0.08041513711214066
100512,0.0679873451590538
100517,0.03257105499505997
100548,0.05178290605545044
100551,0.08056189864873886
100552,0.09477579593658447
100553,0.02889374829828739
100561,0.13392838835716248
100568,0.2067457139492035
100569,0.027784304693341255
100591,0.07258599251508713
100592,0.04870839789509773
100602,0.037301674485206604
100607,0.05487470328807831
100613,0.054212234914302826
100617,0.08071644604206085
100618,0.07342797517776489
100622,0.09301714599132538
100625,0.10694392770528793
100677,0.14330939948558807
100699,0.032618846744298935
100702,0.26251259446144104
100711,0.05241231247782707
100729,0.06992131471633911
100740,0.1808493733406067
100744,0.09821496158838272
100745,0.041843365877866745
100747,0.09210196137428284
100751,0.20262573659420013
100752,0.044281139969825745
100753,0.20413410663604736
100754,0.13875848054885864
100760,0.0554959811270237
100762,0.05901123210787773
100763,0.04869531840085983
100765,0.03335345536470413
100770,0.09156157821416855
100772,0.0416119210422039
100777,0.03970212861895561
100791,0.02960725501179695
100792,0.025474457070231438
100797,0.02919297106564045
100823,0.056053098291158676
100826,0.043776750564575195
100830,0.0896906703710556
100836,0.1387665718793869
100872,0.05687396600842476
100910,0.057880949229002
100913,0.09211862832307816
100918,0.03386159613728523
100931,0.035004034638404846
100952,0.0262514166533947
100953,0.018405070528388023
100965,0.18366390466690063
100970,0.05046285316348076
100982,0.1794322282075882
100983,0.24128907918930054
100984,0.07004322856664658
100987,0.06866148114204407
100997,0.06409687548875809
100998,0.16775156557559967
101002,0.0471479706466198
101005,0.1411096751689911
101008,0.1056651696562767
101020,0.059055525809526443
101021,0.08136333525180817
101024,0.0407719723880291
101025,0.0826941579580307
101026,0.047153208404779434
101031,0.028126021847128868
101041,0.03661056607961655
101051,0.029461167752742767
101055,0.08708392083644867
101056,0.2952216863632202
101057,0.15837055444717407
101064,0.03484182059764862
101079,0.07977580279111862
101087,0.029580598697066307
101090,0.0660492479801178
101092,0.06722365319728851
101097,0.18541578948497772
101099,0.02489163912832737
101107,0.0495230033993721
101118,0.03258354961872101
101125,0.10945046693086624
101126,0.024382909759879112
101128,0.032428544014692307
101136,0.13171781599521637
101140,0.12192153185606003
101149,0.047574542462825775
101160,0.10104432702064514
101169,0.11749261617660522
101181,0.10048919171094894
101186,0.048888709396123886
101190,0.06501398980617523
101193,0.0922248363494873
101194,0.09461330622434616
101198,0.12349086254835129
101200,0.053598176687955856
101204,0.028800025582313538
101211,0.05843169987201691
101213,0.08314573019742966
101223,0.050890784710645676
101225,0.12516973912715912
101237,0.09618596732616425
101243,0.11648029834032059
101244,0.06340284645557404
101258,0.04990775138139725
101259,0.12073124945163727
101268,0.13026858866214752
101269,0.0756482481956482
101271,0.08501527458429337
101279,0.04865797981619835
101281,0.2087637037038803
101287,0.040448348969221115
101292,0.05604847893118858
101294,0.046812690794467926
101296,0.11135770380496979
101297,0.037721212953329086
101299,0.05613074079155922
101301,0.05356518551707268
101305,0.16334819793701172
101308,0.1067485511302948
101318,0.025171620771288872
101327,0.13118839263916016
101329,0.02658883109688759
101332,0.044788163155317307
101337,0.07998383790254593
101343,0.04585563391447067
101345,0.05906308442354202
101346,0.017263492569327354
101353,0.014437277801334858
101354,0.17107945680618286
101355,0.14305217564105988
